ID,States,Year,Trend,SocExp,SocExpPC,Alignment1,Alignment2,Alignment3,GDP,GDPPC,HDI,Population,Turnout,WinmargSS,Coalition at State,Coalition at Centre,AgriNDP,State Revenue,SS10,SS25,WinmargVS,Swing03,Swing05,Swing10,Swing15,Flip,ElectionYear1,ElectionYear2,StateAdmin,CentralAdmin,IMR,SexRatio,LitRate
5,Chhattisgarh,2011,22,1.481,0.579761206,0,0,0,1580.7382,618.8053239,0.568,2.5545,70.6,13.33333333,0,1,179.8258,1.076,0,1,1.7,1,1,1,1,0,0,0,1,5,48,991,70.28
5,Chhattisgarh,2012,23,1.697,0.647450449,0,0,0,1775.1133,677.2527422,0.566,2.62105,70.6,13.33333333,0,1,192.3736,1.309,0,1,1.7,1,1,1,1,0,0,1,1,5,47,993.4,71.895
5,Chhattisgarh,2013,24,2.105,0.783226671,0,0,0,2068.3318,769.5831969,0.574,2.6876,71.3,11.11111111,0,1,198.2691,1.441,0,1,0.7,1,1,1,1,0,1,1,2,5,46,995.8,73.51
5,Chhattisgarh,2014,25,3.035,1.101973386,1,0,1,2211.1811,802.8542745,0.585,2.75415,71.3,11.11111111,0,0,204.5885,2.275,0,1,0.7,1,1,1,1,0,0,0,2,6,43,998.2,75.125
5,Chhattisgarh,2015,26,3.735,1.324139398,1,1,1,2251.6299,798.2521714,0.595,2.8207,71.3,11.11111111,0,0,197.8955,2.519,0,1,0.7,1,1,1,1,0,0,0,2,6,41,1000.6,76.74
5,Chhattisgarh,2016,27,3.1898,1.104788293,1,1,1,2628.0175,910.2147372,0.605,2.88725,71.3,11.11111111,0,0,245.4184,207.988,0,1,0.7,1,1,1,1,0,0,0,2,6,39,1003,78.355
5,Chhattisgarh,2017,28,3.5128,1.189247749,1,1,1,2822.8344,955.6619947,0.611,2.9538,71.3,11.11111111,0,0,199.4483,255.012,0,1,0.7,1,1,1,1,0,0,1,2,6,38,1005.4,79.97
5,Chhattisgarh,2018,29,3.2448,1.07431258,1,1,1,3181.0113,1053.192941,0.615,3.02035,75.3,58.88888889,0,0,226.5037,237.987,0,0,10.3,0,0,1,1,1,1,1,3,6,41,1007.8,81.585
5,Chhattisgarh,2019,30,3.9224,1.270659885,0,0,0,3449.5535,1117.481454,0.617,3.0869,75.3,58.88888889,0,0,229.1605,297.714,0,0,10.3,0,0,1,1,1,0,0,3,7,40,1010.2,83.2
5,Chhattisgarh,2020,31,4.5241,1.434650938,0,0,0,3502.6983,1110.751177,0.614,3.15345,75.3,58.88888889,0,0,239.7597,309.35,0,0,10.3,0,0,1,1,1,0,0,3,7,38,1012.6,84.815
5,Chhattisgarh,2021,32,4.5668,1.41826087,0,0,0,NA,,0.605,3.22,75.3,58.88888889,0,0,NA,302.233,0,0,10.3,0,0,1,1,1,0,0,3,7,NA,1015,86.43
6,Goa,1990,1,0.016,0.138662868,0,0,0,12.5736,108.9661149,0.557,0.115387776,70.4,132.5,0,1,0.6513,0.01,0,0,10.3,0,0,0,1,0,0,0,0,0,NA,NA,NA
6,Goa,1991,2,0.018,0.153846154,1,0,1,15.5128,132.5880342,0.561,0.117,70.4,132.5,0,1,0.6239,0.012,0,0,10.3,0,0,0,1,0,0,0,0,1,NA,967,75.51
6,Goa,1992,3,0.019,0.159960168,1,1,1,18.7246,157.6415877,0.567,0.11877957,70.4,132.5,0,1,0.7419,0.014,0,0,10.3,0,0,0,1,0,0,0,0,1,NA,966.4,76.16
6,Goa,1993,4,0.022,0.182483054,1,1,1,23.9668,198.7970385,0.57,0.12055914,70.4,132.5,0,1,2.5085,0.02,0,0,10.3,0,0,0,1,0,0,1,0,1,NA,965.8,76.81
6,Goa,1994,5,0.022,0.179828609,1,1,1,28.3793,231.9731833,0.573,0.12233871,71.2,15,1,1,2.4867,0.026,0,1,15.3,0,0,0,0,0,1,1,1,1,NA,965.2,77.46
6,Goa,1995,6,0.026,0.209477605,1,1,1,33.1919,267.4215273,0.578,0.12411828,71.2,15,1,1,2.4967,0.029,0,1,15.3,0,0,0,0,0,0,0,1,1,NA,964.6,78.11
6,Goa,1996,7,0.029,0.230345475,0,1,0,39.6493,314.9323042,0.584,0.12589785,71.2,15,1,1,2.6805,0.033,0,1,15.3,0,0,0,0,0,0,0,1,2,NA,964,78.76
6,Goa,1997,8,0.035,0.274128346,0,0,0,49.2149,385.4628328,0.588,0.12767742,71.2,15,1,1,2.3888,0.04,0,1,15.3,0,0,0,0,0,0,0,1,2,19,963.4,79.41
6,Goa,1998,9,0.041,0.316707503,0,0,0,60.7506,469.2724588,0.593,0.12945699,71.2,15,1,1,2.7837,0.038,0,1,15.3,0,0,0,0,0,0,1,1,2,23,962.8,80.06
6,Goa,1999,10,0.047,0.358131911,0,0,0,63.2975,482.3160558,0.6,0.13123656,63.6,27.5,1,1,6.3726,0.047,0,0,12.5,0,0,0,1,0,1,1,2,3,21,962.2,80.71
6,Goa,2000,11,0.052,0.390930032,0,0,0,67.5714,507.9792512,0.609,0.13301613,63.6,27.5,1,1,5.1413,0.053,0,0,12.5,0,0,0,1,0,0,0,2,3,23,961.6,81.36
6,Goa,2001,12,0.054,0.400593472,0,0,0,70.9726,526.5029674,0.616,0.1348,63.6,27.5,1,1,4.8124,0.059,0,0,12.5,0,0,0,1,0,0,1,2,3,19,961,82.01
6,Goa,2002,13,0.063,0.463544083,0,0,0,80.9961,595.9565535,0.626,0.135909404,68.7,2.5,1,1,5.3564,0.062,1,1,-2.8,1,1,1,1,1,1,1,3,3,17,963.4,82.679
6,Goa,2003,14,0.069,0.503580501,1,1,1,93.0135,678.837463,0.643,0.137018808,68.7,2.5,1,1,5.5386,0.073,1,1,-2.8,1,1,1,1,1,0,0,3,3,16,964.6,83.348
6,Goa,2004,15,0.08,0.579172052,0,1,0,127.1331,920.3992302,0.655,0.138128212,68.7,2.5,1,1,6.6193,0.089,1,1,-2.8,1,1,1,1,1,0,0,3,4,17,965.8,84.017
6,Goa,2005,16,0.088,0.632013119,0,0,0,143.2661,1028.93244,0.668,0.139237616,68.7,2.5,1,1,8.2977,0.112,1,1,-2.8,1,1,1,1,1,0,0,3,4,16,967,84.686
6,Goa,2006,17,0.101,0.719644778,0,0,0,165.2284,1177.284705,0.681,0.14034702,68.7,2.5,1,1,6.5081,0.134,1,1,-2.8,1,1,1,1,1,0,1,3,4,15,968.2,85.355
6,Goa,2007,18,0.112,0.791763264,1,0,1,195.6496,1383.108624,0.695,0.141456424,70.5,5,1,1,6.8661,0.141,1,1,2.3,1,1,1,1,1,1,1,4,4,13,969.4,86.024
6,Goa,2008,19,0.146,1.024088325,1,1,1,254.1383,1782.603192,0.707,0.142565828,70.5,5,1,1,6.1535,0.172,1,1,2.3,1,1,1,1,1,0,0,4,4,10,970.6,86.693
6,Goa,2009,20,0.179,1.245865397,1,1,1,291.2554,2027.178909,0.716,0.143675232,70.5,5,1,1,6.2276,0.179,1,1,2.3,1,1,1,1,1,0,0,4,5,11,971.8,87.362
6,Goa,2010,21,0.209,1.443523331,1,1,1,336.0536,2321.058431,0.731,0.144784636,70.5,5,1,1,6.299,0.217,1,1,2.3,1,1,1,1,1,0,0,4,5,10,973,88.031
6,Goa,2011,22,0.23,1.576422207,1,1,1,423.6666,2903.814942,0.75,0.1459,70.5,5,1,1,10.2417,0.26,1,1,2.3,1,1,1,1,1,0,1,4,5,11,973,88.7
6,Goa,2012,23,0.25,1.706135262,0,0,0,381.2002,2601.516413,0.765,0.14653,82.7,30,0,1,10.2909,0.299,0,0,3.9,0,1,1,1,1,1,1,5,5,10,978.4,88.57
6,Goa,2013,24,0.292,1.984234846,0,0,0,359.211,2440.955423,0.761,0.14716,82.7,30,0,1,10.9744,0.363,0,0,3.9,0,1,1,1,1,0,0,5,5,9,983.8,88.44
6,Goa,2014,25,0.38,2.571215914,1,0,1,478.1418,3235.278436,0.762,0.14779,82.7,30,0,0,10.6884,0.591,0,0,3.9,0,1,1,1,1,0,0,5,6,10,989.2,88.31
6,Goa,2015,26,0.468,3.153213853,1,1,1,550.5385,3709.328258,0.758,0.14842,82.7,30,0,0,10.3001,0.595,0,0,3.9,0,1,1,1,1,0,0,5,6,9,994.6,88.18
6,Goa,2016,27,0.3946,2.647433747,1,1,1,629.7631,4225.180141,0.755,0.14905,82.7,30,0,0,11.0603,157.303,0,0,3.9,0,1,1,1,1,0,1,5,6,8,1000,88.05
6,Goa,2017,28,0.5007,3.345136291,1,1,1,693.5205,4633.35449,0.761,0.14968,81.4,6,1,0,10.9655,170.993,1,1,19.1,0,0,0,0,1,1,1,6,6,9,1005.4,87.92
6,Goa,2018,29,0.5144,3.422260661,1,1,1,718.5334,4780.343291,0.764,0.15031,81.4,6,1,0,11.1557,189.721,1,1,19.1,0,0,0,0,1,0,0,6,6,7,1010.8,87.79
6,Goa,2019,30,0.508,3.365575725,1,1,1,750.3209,4970.98781,0.765,0.15094,81.4,6,1,0,10.006,220.193,1,1,19.1,0,0,0,0,1,0,0,6,7,8,1016.2,87.66
6,Goa,2020,31,0.74,4.882232632,1,1,1,757.054,4994.748301,0.761,0.15157,81.4,6,1,0,10.0556,219.177,1,1,19.1,0,0,0,0,1,0,0,6,7,5,1021.6,87.53
6,Goa,2021,32,0.914,6.005256242,1,1,1,NA,,0.751,0.1522,81.4,6,1,0,NA,221.454,1,1,19.1,0,0,0,0,1,0,0,6,7,NA,1027,87.4
7,Gujarat,1990,1,0.199,0.049031032,0,0,0,279.9606,68.97874909,0.474,4.058654106,52.2,32.41758242,1,1,28.8153,0.24,0,0,5.3,0,0,1,1,1,1,1,0,0,NA,NA,NA
7,Gujarat,1991,2,0.234,0.05664488,0,0,0,306.317,74.15081094,0.477,4.131,52.2,32.41758242,1,1,23.6421,0.289,0,0,5.3,0,0,1,1,1,0,0,0,1,NA,934,61.29
7,Gujarat,1992,3,0.246,0.058230248,0,0,0,403.1578,95.43080828,0.482,4.22460846,52.2,32.41758242,1,1,35.8385,0.346,0,0,5.3,0,0,1,1,1,0,0,0,1,NA,932.6,62.075
7,Gujarat,1993,4,0.284,0.065767886,0,0,0,491.9429,113.9226929,0.485,4.31821692,52.2,32.41758242,1,1,97.9343,0.394,0,0,5.3,0,0,1,1,1,0,0,0,1,NA,931.2,62.86
7,Gujarat,1994,5,0.327,0.074118981,0,0,0,635.1578,143.9671214,0.488,4.41182538,52.2,32.41758242,1,1,141.3827,0.474,0,0,5.3,0,0,1,1,1,0,1,0,1,NA,929.8,63.645
7,Gujarat,1995,6,0.367,0.081457194,0,0,0,718.8561,159.5531364,0.493,4.50543384,64.4,41.75824176,0,1,123.2296,0.532,0,0,9.6,0,0,1,1,0,1,1,1,1,NA,928.4,64.43
7,Gujarat,1996,7,0.407,0.088496685,0,0,0,858.3736,186.6418145,0.498,4.5990423,64.4,41.75824176,0,1,168.4618,0.607,0,0,9.6,0,0,1,1,0,0,0,1,2,NA,927,65.215
7,Gujarat,1997,8,0.495,0.105484091,0,0,0,911.876,194.3200222,0.502,4.69265076,64.4,41.75824176,0,1,152.5713,0.659,0,0,9.6,0,0,1,1,0,0,1,1,2,62,925.6,66
7,Gujarat,1998,9,0.661,0.138103678,0,0,0,1053.0452,220.0142432,0.508,4.78625922,59.3,35.16483516,0,1,163.4963,0.762,0,0,10,0,0,1,1,0,1,1,2,2,64,924.2,66.785
7,Gujarat,1999,10,0.757,0.155127157,1,0,1,1098.61,225.1311044,0.515,4.87986768,59.3,35.16483516,0,1,159.75,0.816,0,0,10,0,0,1,1,0,0,0,2,3,63,922.8,67.57
7,Gujarat,2000,11,0.968,0.194632481,1,1,1,1111.39,223.4632491,0.521,4.97347614,59.3,35.16483516,0,1,140.92,0.905,0,0,10,0,0,1,1,0,0,0,2,3,62,921.4,68.355
7,Gujarat,2001,12,0.903,0.178208443,1,1,1,1235.73,243.8732214,0.527,5.0671,59.3,35.16483516,0,1,188.59,0.926,0,0,10,0,0,1,1,0,0,1,2,3,60,920,69.14
7,Gujarat,2002,13,0.818,0.158379995,1,1,1,1415.34,274.0361155,0.534,5.16479369,61.5,41.75824176,0,1,173.34,0.953,0,0,10.6,0,0,0,1,0,1,1,3,3,60,919.8,70.029
7,Gujarat,2003,14,0.899,0.170831764,1,1,1,1680.8,319.3926899,0.549,5.26248738,61.5,41.75824176,0,1,250.35,1.118,0,0,10.6,0,0,0,1,0,0,0,3,3,57,919.7,70.918
7,Gujarat,2004,15,1.013,0.188986153,0,1,0,2033.73,379.4144222,0.558,5.36018106,61.5,41.75824176,0,1,267.46,1.297,0,0,10.6,0,0,0,1,0,0,0,3,4,53,919.6,71.807
7,Gujarat,2005,16,1.1,0.20154365,0,0,0,2447.36,448.4089709,0.569,5.45787475,61.5,41.75824176,0,1,339.82,1.571,0,0,10.6,0,0,0,1,0,0,0,3,4,54,919.5,72.696
7,Gujarat,2006,17,1.31,0.235799453,0,0,0,2836.93,510.6462157,0.579,5.55556844,61.5,41.75824176,0,1,336.16,1.848,0,0,10.6,0,0,0,1,0,0,1,3,4,53,919.4,73.585
7,Gujarat,2007,18,1.489,0.263387751,0,0,0,3292.85,582.4690107,0.585,5.65326213,59.8,31.86813187,0,1,371.55,2.191,0,0,11.1,0,0,0,1,0,1,1,4,4,52,919.3,74.474
7,Gujarat,2008,19,1.818,0.316121364,0,0,0,3679.12,639.7406127,0.589,5.75095582,59.8,31.86813187,0,1,339.2,2.358,0,0,11.1,0,0,0,1,0,0,0,4,4,50,919.2,75.363
7,Gujarat,2009,20,2.317,0.396159831,0,0,0,4312.62,737.3702254,0.592,5.8486495,59.8,31.86813187,0,1,335.44,2.677,0,0,11.1,0,0,0,1,0,0,0,4,5,48,919.1,76.252
7,Gujarat,2010,21,2.859,0.480799696,0,0,0,5215.1888,877.0413401,0.599,5.94634319,59.8,31.86813187,0,1,420.9796,3.637,0,0,11.1,0,0,0,1,0,0,0,4,5,44,919,77.141
7,Gujarat,2011,22,3.035,0.502150893,0,0,0,6156.0607,1018.540817,0.611,6.044,59.8,31.86813187,0,1,795.0972,4.428,0,0,11.1,0,0,0,1,0,0,1,4,5,41,919,78.03
7,Gujarat,2012,23,3.806,0.619506478,0,0,0,7244.9536,1179.268442,0.618,6.1436,72.5,29.67032967,0,1,630.1794,5.394,0,0,9,0,0,1,1,0,1,1,5,5,38,923.6,78.467
7,Gujarat,2013,24,4.188,0.670809841,0,0,0,8076.2319,1293.604546,0.628,6.2432,72.5,29.67032967,0,1,865.02,5.641,0,0,9,0,0,1,1,0,0,0,5,5,36,928.2,78.904
7,Gujarat,2014,25,5.198,0.819511887,1,0,1,9217.7315,1453.25905,0.642,6.3428,72.5,29.67032967,0,0,842.1258,6.809,0,0,9,0,0,1,1,0,0,0,5,6,35,932.8,79.341
7,Gujarat,2015,26,5.79,0.898733391,1,1,1,10290.0974,1597.245964,0.654,6.4424,72.5,29.67032967,0,0,778.979,7.544,0,0,9,0,0,1,1,0,0,0,5,6,33,937.4,79.778
7,Gujarat,2016,27,5.6037,0.856572913,1,1,1,11671.5558,1784.095965,0.666,6.542,72.5,29.67032967,0,0,836.9156,39.914,0,0,9,0,0,1,1,0,0,1,5,6,30,942,80.215
7,Gujarat,2017,28,6.0617,0.912686702,1,1,1,13290.9477,2001.166541,0.662,6.6416,69.2,12.08791209,0,0,936.5086,40.769,0,1,7.8,0,0,1,1,0,1,1,6,6,30,946.6,80.652
7,Gujarat,2018,29,6.6841,0.991529698,1,1,1,14921.5571,2213.486783,0.657,6.7412,69.2,12.08791209,0,0,785.7307,43.945,0,1,7.8,0,0,1,1,0,0,0,6,6,28,951.2,81.089
7,Gujarat,2019,30,7.1782,1.049321717,1,1,1,16171.432,2363.967957,0.65,6.8408,69.2,12.08791209,0,0,905.16,51.387,0,1,7.8,0,0,1,1,0,0,0,6,7,25,955.8,81.526
7,Gujarat,2020,31,7.9937,1.151763587,1,1,1,16367.8141,2358.338727,0.646,6.9404,69.2,12.08791209,0,0,915.1046,50.052,0,1,7.8,0,0,1,1,0,0,0,6,7,23,960.4,81.963
7,Gujarat,2021,32,8.156,1.158522727,1,1,1,NA,,0.638,7.04,69.2,12.08791209,0,0,NA,48.82,0,1,7.8,0,0,1,1,0,0,0,6,7,NA,965,82.4
8,Haryana,1990,1,0.078,0.048417949,0,0,0,136.3643,84.64732428,0.471,1.610972818,71.2,48.88888889,0,1,27.9312,0.108,0,0,28.5,0,0,0,0,0,0,1,0,0,NA,NA,NA
8,Haryana,1991,2,0.078,0.047376093,1,0,1,163.3925,99.2422862,0.474,1.6464,65.9,38.88888889,0,1,27.8123,0.131,0,0,11.7,0,0,0,1,0,1,1,1,1,NA,865,55.85
8,Haryana,1992,3,0.096,0.056697138,1,1,1,173.433,102.4286957,0.479,1.69320715,65.9,38.88888889,0,1,28.5213,0.146,0,0,11.7,0,0,0,1,0,0,0,1,1,NA,864.6,57.056
8,Haryana,1993,4,0.109,0.062643163,1,1,1,221.313,127.190334,0.485,1.7400143,65.9,38.88888889,0,1,92.533,0.16,0,0,11.7,0,0,0,1,0,0,0,1,1,NA,864.2,58.262
8,Haryana,1994,5,0.13,0.072754891,1,1,1,262.4477,146.879644,0.493,1.78682146,65.9,38.88888889,0,1,99.0298,0.19,0,0,11.7,0,0,0,1,0,0,0,1,1,NA,863.8,59.468
8,Haryana,1995,6,0.17,0.09271234,1,1,1,297.8893,162.4589071,0.501,1.83362861,65.9,38.88888889,0,1,94.3219,0.218,0,0,11.7,0,0,0,1,0,0,1,1,1,NA,863.4,60.674
8,Haryana,1996,7,0.163,0.086682036,0,0,0,356.4238,189.543194,0.511,1.88043576,70.5,22.22222222,1,1,104.2455,0.215,0,1,10.9,0,0,0,1,1,1,1,2,2,NA,863,61.88
8,Haryana,1997,8,0.183,0.094954299,0,0,0,386.4907,200.54073,0.519,1.92724291,70.5,22.22222222,1,1,96.1223,0.238,0,1,10.9,0,0,0,1,1,0,0,2,2,68,862.6,63.086
8,Haryana,1998,9,0.247,0.125123473,0,0,0,436.4599,221.098699,0.528,1.97405006,70.5,22.22222222,1,1,99.2804,0.313,0,1,10.9,0,0,0,1,1,0,0,2,2,70,862.2,64.292
8,Haryana,1999,10,0.257,0.127173755,1,0,1,513.749,254.2233043,0.538,2.02085722,70.5,22.22222222,1,1,158.5697,0.354,0,1,10.9,0,0,0,1,1,0,1,2,3,68,861.8,65.498
8,Haryana,2000,11,0.339,0.163953108,1,1,1,581.8335,281.3970866,0.543,2.06766437,69,35.55555556,1,1,163.8462,0.433,0,0,7.3,0,0,1,1,0,1,1,3,3,67,861.4,66.704
8,Haryana,2001,12,0.368,0.174036415,1,1,1,655.0523,309.7906361,0.548,2.1145,69,35.55555556,1,1,163.4316,0.498,0,0,7.3,0,0,1,1,0,0,0,3,3,65,861,67.91
8,Haryana,2002,13,0.281,0.130298987,1,1,1,725.2791,336.3100778,0.555,2.15657855,69,35.55555556,1,1,161.4052,0.556,0,0,7.3,0,0,1,1,0,0,0,3,3,62,864.6,68.674
8,Haryana,2003,14,0.282,0.128260109,1,1,1,828.6176,376.8744112,0.568,2.1986571,69,35.55555556,1,1,174.1362,0.638,0,0,7.3,0,0,1,1,0,0,0,3,3,59,866.4,69.438
8,Haryana,2004,15,0.35,0.156198702,0,1,0,957.9512,427.5163828,0.577,2.24073565,69,35.55555556,1,1,209.7146,0.748,0,0,7.3,0,0,1,1,0,0,1,3,4,61,868.2,70.202
8,Haryana,2005,16,0.474,0.207638449,1,1,1,1088.8457,476.9751739,0.587,2.2828142,71.9,62.22222222,0,1,205.3262,0.912,0,0,15.4,0,0,0,0,1,1,1,4,4,60,870,70.966
8,Haryana,2006,17,0.56,0.240871326,1,1,1,1287.3234,553.7130261,0.596,2.32489275,71.9,62.22222222,0,1,235.4339,1.097,0,0,15.4,0,0,0,0,1,0,0,4,4,57,871.8,71.73
8,Haryana,2007,18,0.734,0.310100929,1,1,1,1515.959,640.4636169,0.606,2.3669713,71.9,62.22222222,0,1,234.7579,1.165,0,0,15.4,0,0,0,0,1,0,0,4,4,55,873.6,72.494
8,Haryana,2008,19,0.981,0.407214487,1,1,1,1825.2215,757.6520262,0.613,2.40904985,71.9,62.22222222,0,1,252.1178,1.169,0,0,15.4,0,0,0,0,1,0,1,4,4,54,875.4,73.258
8,Haryana,2009,20,1.336,0.545055086,1,1,1,2236.0025,912.2339327,0.618,2.4511284,72.3,8.888888889,1,1,247.7116,1.325,1,1,8.3,0,0,1,1,0,1,1,5,5,51,877.2,74.022
8,Haryana,2010,21,1.364,0.547086555,1,1,1,2606.2128,1045.325499,0.628,2.49320695,72.3,8.888888889,1,1,260.9154,1.682,1,1,8.3,0,0,1,1,0,0,0,5,5,48,879,74.786
8,Haryana,2011,22,1.627,0.641789279,1,1,1,2975.3852,1173.675674,0.642,2.5351,72.3,8.888888889,1,1,408.8737,2.044,1,1,8.3,0,0,1,1,0,0,0,5,5,44,879,75.55
8,Haryana,2012,23,1.899,0.738738038,1,1,1,3470.3201,1350.003929,0.653,2.5706,72.3,8.888888889,1,1,385.6332,2.36,1,1,8.3,0,0,1,1,0,0,0,5,5,42,895.1,76.035
8,Haryana,2013,24,1.81,0.694524385,1,1,1,3992.6812,1532.052185,0.663,2.6061,72.3,8.888888889,1,1,391.5654,2.561,1,1,8.3,0,0,1,1,0,0,1,5,5,41,911.2,76.52
8,Haryana,2014,25,2.667,1.009615385,1,1,1,4371.4471,1654.848236,0.677,2.6416,76.6,31.11111111,0,0,359.7425,3.427,0,0,9.1,0,0,1,1,1,1,1,6,6,36,927.3,77.005
8,Haryana,2015,26,3.079,1.150125135,1,1,1,4955.0411,1850.898771,0.689,2.6771,76.6,31.11111111,0,0,365.6573,3.823,0,0,9.1,0,0,1,1,1,0,0,6,6,36,943.4,77.49
8,Haryana,2016,27,3.0505,1.124566836,1,1,1,5614.2417,2069.690223,0.701,2.7126,76.6,31.11111111,0,0,408.0548,613.861,0,0,9.1,0,0,1,1,1,0,0,6,6,33,959.5,77.975
8,Haryana,2017,28,3.5435,1.289436338,1,1,1,6388.3208,2324.631855,0.705,2.7481,76.6,31.11111111,0,0,420.604,626.965,0,0,9.1,0,0,1,1,1,0,0,6,6,30,975.6,78.46
8,Haryana,2018,29,3.8815,1.394417301,1,1,1,6981.8888,2508.222733,0.705,2.7836,76.6,31.11111111,0,0,432.3208,645.05,0,0,9.1,0,0,1,1,1,0,1,6,6,30,991.7,78.945
8,Haryana,2019,30,4.555,1.615763896,1,1,1,7620.436,2703.144975,0.704,2.8191,69,10,1,0,433.96,737.371,1,1,8.5,0,0,1,1,0,1,1,7,7,27,1007.8,79.43
8,Haryana,2020,31,4.5862,1.606599874,1,1,1,7585.0653,2657.137708,0.701,2.8546,69,10,1,0,439.3486,806.448,1,1,8.5,0,0,1,1,0,0,0,7,7,28,1023.9,79.915
8,Haryana,2021,32,5.2785,1.826407391,1,1,1,8956.7125,3099.101242,0.691,2.8901,69,10,1,0,429.4311,790.82,1,1,8.5,0,0,1,1,0,0,0,7,7,NA,1040,80.4
9,Himachal Pradesh,1990,1,0.044,0.086579781,0,0,0,28.1519,55.3953168,0.484,0.508201791,67.7,51.47058824,0,1,3.9328,0.016,0,0,31,0,0,0,0,1,1,1,0,0,NA,NA,NA
9,Himachal Pradesh,1991,2,0.05,0.096693096,0,0,0,33.1697,64.1456198,0.487,0.5171,67.7,51.47058824,0,1,3.766,0.019,0,0,31,0,0,0,0,1,0,0,0,1,NA,976,63.86
9,Himachal Pradesh,1992,3,0.058,0.110230548,0,0,0,38.2425,72.68089172,0.493,0.526169934,67.7,51.47058824,0,1,3.7351,0.022,0,0,31,0,0,0,0,1,0,1,0,1,NA,975.2,65.122
9,Himachal Pradesh,1993,4,0.062,0.115835915,0,0,0,47.8268,89.35582504,0.503,0.535239868,71.5,64.70588235,0,1,11.8702,0.026,0,0,12.7,0,0,0,1,1,1,1,1,1,NA,974.4,66.384
9,Himachal Pradesh,1994,5,0.073,0.1341148,1,1,1,58.2503,107.0168125,0.514,0.544309802,71.5,64.70588235,0,1,11.8242,0.03,0,0,12.7,0,0,0,1,1,0,0,1,1,NA,973.6,67.646
9,Himachal Pradesh,1995,6,0.088,0.159022809,1,1,1,66.9828,121.0431023,0.526,0.553379736,71.5,64.70588235,0,1,12.3377,0.035,0,0,12.7,0,0,0,1,1,0,0,1,1,NA,972.8,68.908
9,Himachal Pradesh,1996,7,0.099,0.176015749,0,1,0,77.5527,137.8838039,0.539,0.56244967,71.5,64.70588235,0,1,12.4837,0.042,0,0,12.7,0,0,0,1,1,0,0,1,2,NA,972,70.17
9,Himachal Pradesh,1997,8,0.124,0.216965436,0,0,0,88.3731,154.6282916,0.55,0.571519604,71.5,64.70588235,0,1,12.5025,0.049,0,0,12.7,0,0,0,1,1,0,1,1,2,63,971.2,71.432
9,Himachal Pradesh,1998,9,0.155,0.266970019,0,0,0,106.9623,184.2304985,0.562,0.580589538,71.2,7.352941176,1,1,12.9007,0.058,1,1,5.1,0,0,1,1,1,1,1,2,2,64,970.4,72.694
9,Himachal Pradesh,1999,10,0.17,0.288301991,1,0,1,141.1247,239.3325414,0.577,0.589659472,71.2,7.352941176,1,1,26.8091,0.063,1,1,5.1,0,0,1,1,1,0,0,2,3,62,969.6,73.956
9,Himachal Pradesh,2000,11,0.196,0.327359903,1,1,1,156.6118,261.5733302,0.584,0.598729406,71.2,7.352941176,1,1,31.9356,0.074,1,1,5.1,0,0,1,1,1,0,0,2,3,60,968.8,75.218
9,Himachal Pradesh,2001,12,0.191,0.314248108,1,1,1,171.4818,282.1352419,0.591,0.6078,71.2,7.352941176,1,1,34.8696,0.093,1,1,5.1,0,0,1,1,1,0,0,2,3,54,968,76.48
9,Himachal Pradesh,2002,13,0.197,0.319979245,1,1,1,189.0472,307.0618289,0.6,0.615664932,71.2,7.352941176,1,1,35.715,0.09,1,1,5.1,0,0,1,1,1,0,1,2,3,52,968.8,77.112
9,Himachal Pradesh,2003,14,0.235,0.376886519,0,0,0,207.21,332.3176835,0.617,0.623529864,74.5,39.70588235,0,1,40.4608,0.099,0,0,5.6,0,0,1,1,1,1,1,3,3,49,969.2,77.744
9,Himachal Pradesh,2004,15,0.233,0.369024264,1,1,1,240.7658,381.3237004,0.629,0.631394796,74.5,39.70588235,0,1,47.4739,0.126,0,0,5.6,0,0,1,1,1,0,0,3,4,51,969.6,78.376
9,Himachal Pradesh,2005,16,0.28,0.438006631,1,1,1,271.2735,424.3556854,0.641,0.639259728,74.5,39.70588235,0,1,49.4411,0.151,0,0,5.6,0,0,1,1,1,0,0,3,4,49,970,79.008
9,Himachal Pradesh,2006,17,0.333,0.514584006,1,1,1,302.7427,467.8274816,0.653,0.64712466,74.5,39.70588235,0,1,46.9257,0.167,0,0,5.6,0,0,1,1,1,0,0,3,4,50,970.4,79.64
9,Himachal Pradesh,2007,18,0.374,0.57100144,1,1,1,339.6254,518.5203004,0.656,0.654989592,71.6,39.70588235,0,1,52.5123,0.197,0,0,5.6,0,0,1,1,1,0,1,3,4,47,970.8,80.272
9,Himachal Pradesh,2008,19,0.457,0.689442379,0,0,0,414.831,625.8251019,0.657,0.662854524,71.6,26.47058824,0,1,51.6057,0.226,0,0,4.9,0,1,1,1,1,1,1,4,4,44,971.2,80.904
9,Himachal Pradesh,2009,20,0.491,0.732049735,0,0,0,481.8859,718.4611922,0.657,0.670719456,71.6,26.47058824,0,1,42.2462,0.259,0,0,4.9,0,1,1,1,1,0,0,4,5,45,971.6,81.536
9,Himachal Pradesh,2010,21,0.602,0.887140952,0,0,0,574.5226,846.6487148,0.661,0.678584388,71.6,26.47058824,0,1,54.5306,0.366,0,0,4.9,0,1,1,1,1,0,0,4,5,40,972,82.168
